,size,iteration_GFW_a1,iteration_GFW_a1-std,iteration_GFW_e,iteration_GFW_e-std,iteration_EPM_a1,iteration_EPM_a1-std,iteration_EPM_e,iteration_EPM_e-std,iteration_COMB_a1,iteration_COMB_a1-std,iteration_COMB_e,iteration_COMB_e-std,solved_GFW_a1,solved_GFW_e,solved_EPM_a1,solved_EPM_e,solved_COMB_a1,solved_COMB_e,runningtime_GFW_a1,runningtime_GFW_a1-std,runningtime_GFW_e,runningtime_GFW_e-std,runningtime_EPM_a1,runningtime_EPM_a1-std,runningtime_EPM_e,runningtime_EPM_e-std,runningtime_COMB_a1,runningtime_COMB_a1-std,runningtime_COMB_e,runningtime_COMB_e-std
20,23x23,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,48.0,0.0,48.0,0.0,1,1,1,1,1,1,0.00895547866821289,0.0,0.00895547866821289,0.0,0.02600240707397461,0.0,0.02600240707397461,0.0,0.7597002983093262,0.0,0.7597002983093262,0.0
21,24x24,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,52.0,0.0,53.0,0.0,1,1,1,1,1,1,0.011233329772949219,0.0,0.011233329772949219,0.0,0.038680315017700195,0.0,0.038680315017700195,0.0,0.8479719161987305,0.0,0.8685488700866699,0.0
22,25x25,7.0,0.0,7.0,0.0,4.0,0.0,4.0,0.0,64.0,0.0,67.0,0.0,1,1,1,1,1,1,0.015392065048217773,0.0,0.015392065048217773,0.0,0.025782108306884766,0.0,0.025782108306884766,0.0,1.1826794147491455,0.0,1.243469476699829,0.0
23,26x26,5.0,0.0,6.0,0.0,3.0,0.0,3.0,0.0,40.0,0.0,48.0,0.0,1,1,1,1,1,1,0.01049494743347168,0.0,0.011879205703735352,0.0,0.05683159828186035,0.0,0.05683159828186035,0.0,0.7792940139770508,0.0,0.9464373588562012,0.0
24,27x27,5.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,56.0,0.0,56.0,0.0,1,1,1,1,1,1,0.011925697326660156,0.0,0.011925697326660156,0.0,0.02701115608215332,0.0,0.02701115608215332,0.0,1.3202428817749023,0.0,1.3202428817749023,0.0
25,28x28,6.0,0.0,7.0,0.0,4.0,0.0,4.0,0.0,69.0,0.0,69.0,0.0,1,1,1,1,1,1,0.013216495513916016,0.0,0.01480555534362793,0.0,0.029922008514404297,0.0,0.029922008514404297,0.0,1.757309913635254,0.0,1.757309913635254,0.0
26,29x29,5.0,0.0,5.0,0.0,12.0,0.0,12.0,0.0,92.0,0.0,93.0,0.0,1,1,1,1,1,1,0.015736103057861328,0.0,0.015736103057861328,0.0,0.0909731388092041,0.0,0.0909731388092041,0.0,2.819535732269287,0.0,2.8567147254943848,0.0
27,30x30,8.0,0.0,8.0,0.0,6.0,0.0,6.0,0.0,64.0,0.0,65.0,0.0,1,1,1,1,1,1,0.0195772647857666,0.0,0.0195772647857666,0.0,0.04833579063415527,0.0,0.04833579063415527,0.0,2.2704854011535645,0.0,2.301661491394043,0.0
28,31x31,6.0,0.0,6.0,0.0,10.0,0.0,10.0,0.0,80.0,0.0,80.0,0.0,1,1,1,1,1,1,0.017465591430664062,0.0,0.017465591430664062,0.0,0.0986185073852539,0.0,0.0986185073852539,0.0,2.8573360443115234,0.0,2.8573360443115234,0.0
29,32x32,5.0,0.0,6.0,0.0,7.0,0.0,7.0,0.0,49.0,0.0,77.0,0.0,1,1,1,1,1,1,0.021437883377075195,0.0,0.02808094024658203,0.0,0.06857061386108398,0.0,0.06857061386108398,0.0,301.8136336803436,0.0,516.485298871994,0.0
30,33x33,4.0,0.0,4.0,0.0,7.0,0.0,,,43.0,0.0,44.0,0.0,1,1,1,0,1,1,0.057631492614746094,0.0,0.057631492614746094,0.0,0.07336688041687012,0.0,,,1.6280288696289062,0.0,1.6608476638793945,0.0
31,34x34,5.0,0.0,5.0,0.0,4.0,0.0,5.0,0.0,64.0,0.0,65.0,0.0,1,1,1,1,1,1,0.01903080940246582,0.0,0.01903080940246582,0.0,0.042137861251831055,0.0,0.05220603942871094,0.0,3.07886004447937,0.0,3.1108789443969727,0.0
32,35x35,9.0,0.0,9.0,0.0,,,,,93.0,0.0,102.0,0.0,1,1,0,0,1,1,0.031352996826171875,0.0,0.031352996826171875,0.0,,,,,3.7245466709136963,0.0,4.481629371643066,0.0
33,36x36,8.0,0.0,8.0,0.0,6.0,0.0,6.0,0.0,90.0,0.0,92.0,0.0,1,1,1,1,1,1,0.029610633850097656,0.0,0.029610633850097656,0.0,0.07013607025146484,0.0,0.07013607025146484,0.0,4.047733306884766,0.0,4.1483154296875,0.0
34,37x37,11.0,0.0,11.0,0.0,8.0,0.0,8.0,0.0,70.0,0.0,71.0,0.0,1,1,1,1,1,1,0.043079376220703125,0.0,0.043079376220703125,0.0,0.09156012535095215,0.0,0.09156012535095215,0.0,3.3486640453338623,0.0,3.390197992324829,0.0
35,38x38,14.0,0.0,16.0,0.0,5.0,0.0,5.0,0.0,94.0,0.0,95.0,0.0,1,1,1,1,1,1,0.05413365364074707,0.0,0.060469865798950195,0.0,0.05733776092529297,0.0,0.05733776092529297,0.0,4.270220756530762,0.0,4.307223796844482,0.0
36,39x39,11.0,0.0,12.0,0.0,15.0,0.0,15.0,0.0,112.0,0.0,118.0,0.0,1,1,1,1,1,1,0.04101252555847168,0.0,0.043294429779052734,0.0,0.23409128189086914,0.0,0.23409128189086914,0.0,5.5951738357543945,0.0,5.938146591186523,0.0
37,40x40,10.0,0.0,10.0,0.0,7.0,0.0,8.0,0.0,81.0,0.0,86.0,0.0,1,1,1,1,1,1,0.05076885223388672,0.0,0.05076885223388672,0.0,0.13993430137634277,0.0,0.15246129035949707,0.0,3.7727510929107666,0.0,4.111284255981445,0.0
38,41x41,10.0,0.0,10.0,0.0,5.0,0.0,5.0,0.0,95.0,0.0,95.0,0.0,1,1,1,1,1,1,0.04519367218017578,0.0,0.04519367218017578,0.0,0.18912672996520996,0.0,0.18912672996520996,0.0,4.394580125808716,0.0,4.394580125808716,0.0
39,42x42,10.0,0.0,10.0,0.0,11.0,0.0,11.0,0.0,133.0,0.0,135.0,0.0,1,1,1,1,1,1,0.04010009765625,0.0,0.04010009765625,0.0,0.1542811393737793,0.0,0.1542811393737793,0.0,10.096323728561401,0.0,10.489750623703003,0.0
40,43x43,7.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,125.0,0.0,127.0,0.0,1,1,1,1,1,1,0.03173112869262695,0.0,0.033991336822509766,0.0,0.11095571517944336,0.0,0.11095571517944336,0.0,6.760620832443237,0.0,6.86065411567688,0.0
41,44x44,7.0,0.0,7.0,0.0,9.0,0.0,9.0,0.0,107.0,0.0,107.0,0.0,1,1,1,1,1,1,0.03335738182067871,0.0,0.03335738182067871,0.0,0.13332200050354004,0.0,0.13332200050354004,0.0,7.49123215675354,0.0,7.49123215675354,0.0
42,45x45,9.0,0.0,9.0,0.0,7.0,0.0,7.0,0.0,98.0,0.0,100.0,0.0,1,1,1,1,1,1,0.04040884971618652,0.0,0.04040884971618652,0.0,0.10953569412231445,0.0,0.10953569412231445,0.0,5.833096504211426,0.0,5.970391035079956,0.0
43,46x46,17.0,0.0,17.0,0.0,9.0,0.0,9.0,0.0,110.0,0.0,110.0,0.0,1,1,1,1,1,1,0.06788468360900879,0.0,0.06788468360900879,0.0,0.1457972526550293,0.0,0.1457972526550293,0.0,7.7806477546691895,0.0,7.7806477546691895,0.0
44,47x47,7.0,0.0,8.0,0.0,10.0,0.0,10.0,0.0,168.0,0.0,169.0,0.0,1,1,1,1,1,1,0.04123997688293457,0.0,0.04416704177856445,0.0,0.17741823196411133,0.0,0.17741823196411133,0.0,14.10362982749939,0.0,14.220590829849243,0.0
45,48x48,13.0,0.0,13.0,0.0,8.0,0.0,8.0,0.0,168.0,0.0,171.0,0.0,1,1,1,1,1,1,0.06806802749633789,0.0,0.06806802749633789,0.0,0.26199889183044434,0.0,0.26199889183044434,0.0,12.011225461959839,0.0,12.259025812149048,0.0
46,49x49,4.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,125.0,0.0,135.0,0.0,1,1,1,1,1,1,0.02844405174255371,0.0,0.03513050079345703,0.0,0.1087186336517334,0.0,0.1087186336517334,0.0,9.311758756637573,0.0,10.195582151412964,0.0
47,50x50,12.0,0.0,12.0,0.0,10.0,0.0,10.0,0.0,156.0,0.0,161.0,0.0,1,1,1,1,1,1,0.05736041069030762,0.0,0.05736041069030762,0.0,0.19605708122253418,0.0,0.19605708122253418,0.0,14.566128730773926,0.0,15.155264377593994,0.0
